0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
32,33,34,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
92,93,94,95,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,153,154,155,156,-1,612,552,552,552,553,554,553,554,552,553,554,552,553,554,552,553,613,-1,-1,-1
212,213,214,215,216,-1,549,-1,612,613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,550,-1,-1,-1
272,273,274,275,276,-1,549,503,672,673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,610,-1,-1,-1
-1,-1,-1,-1,-1,-1,549,563,732,733,-1,-1,987,988,989,-1,-1,-1,-1,-1,-1,-1,670,-1,-1,-1
-1,-1,-1,-1,-1,-1,549,-1,124,-1,-1,-1,1047,1048,1049,-1,-1,-1,-1,-1,-1,-1,550,-1,-1,-1
-1,-1,-1,-1,-1,-1,609,-1,126,-1,-1,-1,1107,1108,1109,-1,-1,-1,-1,-1,-1,-1,610,-1,-1,-1
-1,-1,-1,-1,-1,-1,672,844,669,-1,-1,-1,-1,-1,-1,-1,-1,670,323,324,669,-1,670,-1,-1,-1
-1,-1,-1,-1,-1,-1,732,1085,672,846,843,844,269,270,841,846,843,844,383,384,842,843,673,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,732,906,903,904,329,330,901,906,903,904,443,444,869,903,733,-1,-1,-1
-1,-1,-1,32,33,34,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,929,-1,-1,-1,-1,-1
-1,-1,-1,92,93,94,95,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,70,-1,-1,-1,-1,-1,-1
-1,-1,-1,152,153,154,155,156,-1,-1,-1,-1,-1,-1,-1,1169,1170,-1,68,70,-1,-1,-1,-1,-1,-1
32,33,34,35,36,214,215,216,-1,-1,-1,-1,-1,-1,-1,1229,1230,-1,68,70,-1,-1,-1,-1,-1,-1
92,93,94,95,96,274,275,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,70,-1,-1,-1,-1,-1,-1
152,153,154,155,156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212,213,214,215,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,273,274,275,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
